loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
3,0,2018-01,2018-01,1,180,264414.80532729253,264414.80532729253,2.665253664502742,0-600,LTV_60-70,DTI_36-50,IL,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-01-01,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
3,1,2018-02,2018-01,2,179,264414.80532729253,263200.7577253489,2.665253664502742,0-600,LTV_60-70,DTI_36-50,IL,REFINANCE,PRIMARY,CONDO,Servicer_A,CURRENT,0,0,0,0,LOW,2018-02-01,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
4,0,2018-01,2018-01,1,360,138470.6204365683,138470.6204365683,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DELINQUENT,116,0,0,0,LOW,2018-01-01,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,PREPAID,1,DELINQUENCY_ALERT
4,1,2018-02,2018-01,2,359,138470.6204365683,138187.9130538842,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DELINQUENT,119,1,0,0,LOW,2018-02-01,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,PREPAID,1,DELINQUENCY_ALERT
4,2,2018-03,2018-01,3,358,138470.6204365683,137834.7169664395,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DELINQUENT,68,0,0,0,LOW,2018-03-01,INVESTOR_SYSTEM,INCOMPLETE,1,1,1,0,DELINQUENT,0,NONE
4,3,2018-04,2018-01,4,357,138470.6204365683,137482.8920661913,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DELINQUENT,83,0,0,0,LOW,2018-04-01,Servicer_C_SYSTEM,INCOMPLETE,0,1,0,0,CURRENT,0,NONE
4,4,2018-05,2018-01,5,356,138470.6204365683,137392.06920949373,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DEFAULT,150,0,0,1,LOW,2018-05-01,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,1,DELINQUENCY_ALERT
4,5,2018-06,2018-01,6,355,138470.6204365683,136837.24738227593,7.20261632244802,650-700,LTV_80-90,DTI_63+,FL,REFINANCE,SECOND_HOME,CONDO,Servicer_C,DEFAULT,150,0,0,1,HIGH,2018-06-01,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,1,DELINQUENCY_ALERT
5,0,2018-01,2018-01,1,360,240031.36307787028,240031.36307787028,5.725516810152824,650-700,LTV_70-80,DTI_36-50,PA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,CURRENT,0,1,0,0,LOW,2018-01-01,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
5,1,2018-02,2018-01,2,359,240031.36307787028,239515.2744844536,5.725516810152824,650-700,LTV_70-80,DTI_36-50,PA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,CURRENT,0,1,0,0,LOW,2018-02-01,INVESTOR_SYSTEM,COMPLETE,0,1,0,1,CURRENT,0,NONE
5,2,2018-03,2018-01,3,358,240031.36307787028,239046.99151586342,5.725516810152824,650-700,LTV_70-80,DTI_36-50,PA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-03-01,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
5,3,2018-04,2018-01,4,357,240031.36307787028,238385.14508837048,5.725516810152824,650-700,LTV_70-80,DTI_36-50,PA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-04-01,Servicer_B_SYSTEM,COMPLETE,1,0,0,0,PREPAID,0,NONE
5,4,2018-05,2018-01,5,356,240031.36307787028,237869.5766259449,5.725516810152824,650-700,LTV_70-80,DTI_36-50,PA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-05-01,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
6,0,2018-01,2018-01,1,360,111046.70874948188,111046.70874948188,5.394324477537793,700-750,LTV_70-80,DTI_50-63,CA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_D,CURRENT,0,0,0,0,LOW,2018-01-01,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
6,1,2018-02,2018-01,2,359,111046.70874948188,110810.63262396323,5.394324477537793,700-750,LTV_70-80,DTI_50-63,CA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_D,CURRENT,0,0,0,0,LOW,2018-02-01,Servicer_D_SYSTEM,COMPLETE,0,0,1,0,DEFAULT,0,NONE
6,2,2018-03,2018-01,3,358,111046.70874948188,110536.21100143403,5.394324477537793,700-750,LTV_70-80,DTI_50-63,CA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_D,CURRENT,0,0,0,0,LOW,2018-03-01,Servicer_D_SYSTEM,COMPLETE,0,1,0,0,DEFAULT,0,NONE
7,0,2018-01,2018-01,1,360,123277.43820337745,123277.43820337745,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-01-02,Servicer_A_SYSTEM,COMPLETE,0,0,1,0,PREPAID,0,NONE
7,1,2018-02,2018-01,2,359,123277.43820337745,122998.9656195167,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-02-02,Servicer_A_SYSTEM,PENDING,0,0,0,0,CURRENT,0,NONE
7,2,2018-03,2018-01,3,358,123277.43820337745,122733.07601601657,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-03-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
7,3,2018-04,2018-01,4,357,123277.43820337745,122376.1403361056,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-04-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
7,4,2018-05,2018-01,5,356,123277.43820337745,122142.62301097398,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-05-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
7,5,2018-06,2018-01,6,355,123277.43820337745,121797.88996457162,7.076068638132402,0-600,LTV_80-90,DTI_0-36,MI,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_A,CURRENT,0,0,0,0,LOW,2018-06-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
8,0,2018-01,2018-01,1,360,372645.4675891159,372645.4675891159,4.2031228473212,600-650,LTV_90-100,DTI_36-50,TX,PURCHASE,SECOND_HOME,SINGLE_FAMILY,Servicer_B,CURRENT,0,1,0,0,LOW,2018-01-02,Servicer_B_SYSTEM,COMPLETE,0,1,0,0,PREPAID,0,NONE
8,1,2018-02,2018-01,2,359,372645.4675891159,371753.84400842513,4.2031228473212,600-650,LTV_90-100,DTI_36-50,TX,PURCHASE,SECOND_HOME,SINGLE_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-02-02,INVESTOR_SYSTEM,INCOMPLETE,1,0,0,0,CURRENT,0,NONE
8,2,2018-03,2018-01,3,358,372645.4675891159,370914.80068638717,4.2031228473212,600-650,LTV_90-100,DTI_36-50,TX,PURCHASE,SECOND_HOME,SINGLE_FAMILY,Servicer_B,CURRENT,0,0,0,0,LOW,2018-03-02,Servicer_B_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
8,3,2018-04,2018-01,4,357,372645.4675891159,370229.9786255821,4.2031228473212,600-650,LTV_90-100,DTI_36-50,TX,PURCHASE,SECOND_HOME,SINGLE_FAMILY,Servicer_B,CURRENT,0,1,0,0,LOW,2018-04-02,INVESTOR_SYSTEM,COMPLETE,0,1,0,0,DEFAULT,0,NONE
9,0,2018-01,2018-01,1,180,416631.6174903394,416631.6174903394,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DELINQUENT,64,0,0,0,LOW,2018-01-02,INVESTOR_SYSTEM,PENDING,1,1,1,0,CURRENT,0,NONE
9,1,2018-02,2018-01,2,179,416631.6174903394,414658.86185984523,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DELINQUENT,76,0,0,0,LOW,2018-02-02,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,DELINQUENT,0,NONE
9,2,2018-03,2018-01,3,178,416631.6174903394,412565.3883504405,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DELINQUENT,125,0,0,0,LOW,2018-03-02,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,CURRENT,1,DELINQUENCY_ALERT
9,3,2018-04,2018-01,4,177,416631.6174903394,410548.29596059356,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DELINQUENT,76,1,0,0,LOW,2018-04-02,INVESTOR_SYSTEM,COMPLETE,1,1,1,1,DEFAULT,0,NONE
9,4,2018-05,2018-01,5,176,416631.6174903394,409258.78034587996,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DELINQUENT,113,0,0,0,LOW,2018-05-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,PREPAID,1,DELINQUENCY_ALERT
9,5,2018-06,2018-01,6,175,416631.6174903394,408255.42881335167,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DEFAULT,150,1,0,1,HIGH,2018-06-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
9,6,2018-07,2018-01,7,174,416631.6174903394,406289.165776455,6.4480907139727694,750+,LTV_80-90,DTI_0-36,IL,PURCHASE,PRIMARY,CONDO,Servicer_A,DEFAULT,150,0,0,1,MEDIUM,2018-07-02,INVESTOR_SYSTEM,INCOMPLETE,1,0,1,0,PREPAID,1,DELINQUENCY_ALERT
10,0,2018-01,2018-01,1,240,217797.57873577194,217797.57873577194,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-01-02,Servicer_C_SYSTEM,COMPLETE,0,1,0,0,DELINQUENT,0,NONE
10,1,2018-02,2018-01,2,239,217797.57873577194,217091.8658695154,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-02-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,CURRENT,0,NONE
10,2,2018-03,2018-01,3,238,217797.57873577194,216231.68855168094,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-03-02,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
10,3,2018-04,2018-01,4,237,217797.57873577194,215846.7939080142,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-04-02,Servicer_C_SYSTEM,PENDING,0,0,0,0,DEFAULT,0,NONE
10,4,2018-05,2018-01,5,236,217797.57873577194,214825.27287966709,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-05-02,Servicer_C_SYSTEM,COMPLETE,0,1,0,0,PREPAID,0,NONE
10,5,2018-06,2018-01,6,235,217797.57873577194,214552.9764588729,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-06-02,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
10,6,2018-07,2018-01,7,234,217797.57873577194,213716.76201957313,7.479156875146853,0-600,LTV_0-60,DTI_36-50,TX,REFINANCE,PRIMARY,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-07-02,Servicer_C_SYSTEM,COMPLETE,0,0,1,0,PREPAID,0,NONE
11,0,2018-01,2018-01,1,180,440872.600127416,440872.600127416,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-01-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
11,1,2018-02,2018-01,2,179,440872.600127416,438677.8076258766,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-02-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
11,2,2018-03,2018-01,3,178,440872.600127416,437055.09135419445,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-03-02,Servicer_C_SYSTEM,COMPLETE,0,1,0,0,PREPAID,0,NONE
11,3,2018-04,2018-01,4,177,440872.600127416,435661.68987337966,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-04-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
11,4,2018-05,2018-01,5,176,440872.600127416,433716.9386345223,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-05-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
11,5,2018-06,2018-01,6,175,440872.600127416,430825.7616641559,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-06-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
11,6,2018-07,2018-01,7,174,440872.600127416,429979.1269049262,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-07-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,0,NONE
11,7,2018-08,2018-01,8,173,440872.600127416,428332.79033062805,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-08-02,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
11,8,2018-09,2018-01,9,172,440872.600127416,425257.78227187274,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-09-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
11,9,2018-10,2018-01,10,171,440872.600127416,421719.15157298313,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-10-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
11,10,2018-11,2018-01,11,170,440872.600127416,423629.23410966166,5.259534193872428,650-700,LTV_70-80,DTI_36-50,GA,REFINANCE,INVESTMENT,MULTI_FAMILY,Servicer_C,CURRENT,0,0,0,0,LOW,2018-11-02,Servicer_C_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
12,0,2018-01,2018-01,1,240,151032.1211182255,151032.1211182255,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DELINQUENT,118,0,0,0,LOW,2018-01-02,Servicer_A_SYSTEM,COMPLETE,1,1,1,1,DELINQUENT,1,DELINQUENCY_ALERT
12,1,2018-02,2018-01,2,239,151032.1211182255,150545.6269187637,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DELINQUENT,63,0,0,0,LOW,2018-02-02,INVESTOR_SYSTEM,COMPLETE,1,1,1,0,CURRENT,0,NONE
12,2,2018-03,2018-01,3,238,151032.1211182255,150130.9039570483,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DELINQUENT,90,1,0,0,LOW,2018-03-02,Servicer_A_SYSTEM,COMPLETE,1,1,1,0,PREPAID,0,NONE
12,3,2018-04,2018-01,4,237,151032.1211182255,149364.19954506887,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DELINQUENT,138,0,0,0,LOW,2018-04-02,Servicer_A_SYSTEM,COMPLETE,1,1,1,0,CURRENT,1,DELINQUENCY_ALERT
12,4,2018-05,2018-01,5,236,151032.1211182255,148908.3792866887,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DELINQUENT,134,0,0,0,LOW,2018-05-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,CURRENT,1,DELINQUENCY_ALERT
12,5,2018-06,2018-01,6,235,151032.1211182255,148496.1407579415,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DEFAULT,150,0,0,1,LOW,2018-06-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,DELINQUENT,1,DELINQUENCY_ALERT
12,6,2018-07,2018-01,7,234,151032.1211182255,148046.01372165495,3.9188795289936222,600-650,LTV_0-60,DTI_63+,NC,REFINANCE,SECOND_HOME,CONDO,Servicer_A,DEFAULT,150,0,0,1,HIGH,2018-07-02,Servicer_A_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,1,DELINQUENCY_ALERT
13,0,2018-01,2018-01,1,180,398389.81021948723,398389.81021948723,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,99,0,0,0,LOW,2018-01-03,INVESTOR_SYSTEM,COMPLETE,1,1,0,0,CURRENT,1,DELINQUENCY_ALERT
13,1,2018-02,2018-01,2,179,398389.81021948723,396508.30282488186,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,60,0,0,0,LOW,2018-02-03,Servicer_B_SYSTEM,COMPLETE,1,1,0,0,PREPAID,0,NONE
13,2,2018-03,2018-01,3,178,398389.81021948723,395011.2905924175,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,42,0,0,0,LOW,2018-03-03,Servicer_B_SYSTEM,COMPLETE,1,1,0,0,DELINQUENT,0,NONE
13,3,2018-04,2018-01,4,177,398389.81021948723,393025.1181842057,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,63,0,0,0,LOW,2018-04-03,Servicer_B_SYSTEM,COMPLETE,1,1,0,0,PREPAID,0,NONE
13,4,2018-05,2018-01,5,176,398389.81021948723,391787.118140402,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,39,0,0,0,LOW,2018-05-03,Servicer_B_SYSTEM,COMPLETE,1,1,0,1,DEFAULT,0,NONE
13,5,2018-06,2018-01,6,175,398389.81021948723,388698.6923178475,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,33,0,0,0,LOW,2018-06-03,Servicer_B_SYSTEM,COMPLETE,1,1,0,0,CURRENT,0,NONE
13,6,2018-07,2018-01,7,174,398389.81021948723,387026.21380076156,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,33,0,0,0,LOW,2018-07-03,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,PREPAID,0,NONE
13,7,2018-08,2018-01,8,173,398389.81021948723,386128.699147502,4.542591464679584,0-600,LTV_90-100,DTI_36-50,GA,PURCHASE,SECOND_HOME,MULTI_FAMILY,Servicer_B,DELINQUENT,52,0,0,0,LOW,2018-08-03,INVESTOR_SYSTEM,COMPLETE,0,0,0,0,DEFAULT,0,NONE
